year,text
1937,"Before the start of the fifteenth stage, Lapébie found out that the frame of his bicycle had been sabotaged, causing his handlebars to break off. Lapébie made quick repairs and just made it to the start of the stage, but his newly constructed bicycle did not have a water holder, and he had to start the stage without water. This demotivated him, and Lapébie began losing time early in the stage. That stage included four mountains, and on top of the second mountain Lapébie was already five minutes behind, and wanted to give up. A team mate inspired him to go on, and Lapébie started to win back time. When Maes punctured, Lapébie was able to reach him, and at the end of the stage only Julián Berrendero was in front of them, and Lapébie won the sprint for the second place. This rewarded him with 45 seconds bonification time. When the tour directors gave him 90 seconds penalty time for having been pushed, the margin with Maes grew to more than three minutes, but Lapébie had sensed weakness in the Belgian team, and planned to attack in the next stage. The Belgian team complained that the penalty was far too little, because Lapébie's advantage had been much more. The French team threatened to abandon the race if the penalty would be increased, and the Tour direction did not change the penalty."
1937,"In the sixteenth stage Lapébie finished ahead of Maes, and cut the margin down to only 25 seconds, but with only flat stage that could be enough for Maes. During that sixteenth stage, Maes had punctured, and had been help by two Belgian cyclists, Gustaaf Deloor and Adolf Braeckeveldt. However, these Belgian cyclists rode as ""individuals"", and were not part of the Belgian team. The Tour jury then fined Maes with 15 seconds penalty time in the general classification. During the race, a train crossing had been closed just after Lapébie had passed, and just before Maes was about to pass. Maes was offended by all this, and quit the race, together with the rest of the Belgian team. From that point on, it was easy for Lapébie to secure his victory."
1937,"The time that each cyclist required to finish each stage was recorded, and these times were added together for the general classification. If a cyclist had received a time bonus, it was subtracted from this total; all time penalties were added to this total. The cyclist with the least accumulated time was the race leader, identified by the yellow jersey. Leo Amberg became the first Swiss cyclist to reach the podium of the general classification in the Tour de France."
1937,"For the mountains classification, 17 mountains were selected by the Tour organisation. After the last mountain in the fifteenth stage, the classification was won by Félicien Vervaecke. Vervaecke did not finish the Tour, but in 1937 that was not needed to win the mountains classification."
1937,"The team classification was calculated in 1937 by adding up the times of the best three cyclists of a team; the team with the least time was the winner. The time for the Spanish team, which finished with only two cyclists, was calculated by adding the time of the final rider in the general classification, plus one hour penalty time. The Belgian, Dutch, and British-Canadian teams did not finish with two or more cyclists, so they were not eligible for the team classification."
1937,"The riders in the individual category had performed very well in the 1937 Tour de France; the second-placed cyclist in the general classification had started in the individuals category, as were in total twelve cyclists in the top twenty. Still, the category was removed after 1937."
1937, Media related to 1937 Tour de France at Wikimedia Commons
1938,
1938,"The 1938 Tour de France was the 32nd edition of the Tour de France, taking place from 5 July to 31 July. It was composed of 21 stages over 4,694 km (2,917 mi).The race was won by Italian cyclist Gino Bartali, who also won the mountains classification."
1938,"The bonification system was reduced compared to 1937: the winner of a stage now only received one minute bonification time, added by the margin to the second arriving cyclist, with a maximum of 75 seconds. The cyclists who reached a mountain top that counted towards the mountains classification first, now received only one minute bonification time."
1938,"The team trial stages, where the teams departed 15 minutes separately, were removed from the race. They would later return in the 1954 Tour de France, in a different form. Instead, the 1938 Tour de France featured two individual time trials."
1938,"In previous years, some cyclists were in teams and other rode individually. In 1937, there had been problems with individual cyclists being accused of helping other cyclists, culminating in the Belgian cyclists leaving the Tour. To avoid these problems, the categories for individual cyclists were removed for the 1938 Tour de France, and the race was contested by national teams. But because there were many French cyclists that did not fit into the national team, there were two extra French teams, the Bleuets and Cadets. The Bleuets was a kind of French ""B""-team, while the Cadets consisted of young French promises."
1938,"The big cycling nations in 1938, Belgium, Italy, Germany and France, each sent a team of 12 cyclists. Other countries, Spain, Luxembourg, Switzerland and the Netherlands, sent smaller teams of six cyclists each. The French had two extra teams of 12 cyclists, the Cadets and Bleuets."
1938,"The three most powerful teams were the Belgian, the French and the Italian national team. The Italian team was led by Bartali, who had been close to winning the Tour de France in 1937 until he crashed. The Italian cycling federation had requested him to skip the 1938 Giro d'Italia so he could focus on the Tour de France."
1938,The teams entering the race were:
1938,"Before the Pyrénées, all the favourites remained calm. André Leducq did not lose much time in the first stages, and when he got in a breakaway in the second part of the sixth stage, he took over the lead from Jean Majerus. In the eighth stage, Gino Bartali attacked, and dropped everybody. On the descent of the Col d'Aspin, his wheel collapsed, and Félicien Vervaecke and Ward Vissers overtook him. Bartali came back to finish in third place, but Vervaecke took the lead in the general classification. In that stage, former winner Georges Speicher was caught holding on to a car, and was removed from the race."
1938,"After that stage, Bartali was in second place in the general classification. He won some time on Vervaecke because of bonifications for reaching the tops of the Portet d'Aspet and the Braus first and winning the 11th stage, but lost some time in the individual time trial in stage 10b."
1938,"In the fourteenth stage, Bartali attacked again, and gained 17 minutes on Vervaecke and 20 on Vissers. Bartali was now leader of the race.Before the next stage, Bartali felt poorly. His team director, Costante Girardengo, told him not to force himself. Bartali let the others get away on the first mountains, but during the descent of the Iseran, Bartali went as fast as he could, and reach his concurrents. During that stage, Mathias Clemens, who started the stage in second place, lost a lot of time, so Vervaecke was back in second place, 20 minutes behind Bartali."
1938,"In the rest of the race, Bartali defended his lead with ease. Vervaecke won back some time in the last individual time trial, but that was not enough to endanger Bartali's lead."
1938,"In the last stage, Antonin Magne (winner of the Tour de France in 1931 and 1934) and André Leducq (winner of the Tour de France in 1930 and 1932) escaped together, and crossed the finish line together. The Tour jury declared them both winner. This was Leducq's 25th and final stage victory. For both cyclists it was also the last stage they ever rode in the Tour de France."
1938,"The time that each cyclist required to finish each stage was recorded, and these times were added together for the general classification. If a cyclist had received a time bonus, it was subtracted from this total; all time penalties were added to this total. The cyclist with the least accumulated time was the race leader, identified by the yellow jersey."
1938,"For the mountains classification, 12 mountains were selected by the Tour organisation. The Iseran was included for the first time in 1938. On the top of these mountains, ten points were given for the first cyclist to pass, nine points to the second cyclist, and so on, until the tenth cyclist who got one point. The mountains classification in 1938 was won by Gino Bartali. Bartali was the first cyclist to win the general classification and the mountains classification of the Tour de France in the same year."
1938,"The team classification was calculated in 1938 by adding up the times of the best three cyclists of a team; the team with the least time was the winner. In 1938, there were eight teams of twelve cyclists. Belgium, Italy, Germany and France had a team, Luxembourg and Switzerland both supplied six cyclists for a combined team, as did Spain and the Netherlands, and there were two extra French teams, the bleuets and the cadets. The bleuets were also described as ""France B"", and the cadets as ""France C""."
1938,"Because of the political tensions in Europe before the Second World War, Italy did not send a team to the 1939 Tour de France, so Bartali was unable to defend his title. After the war, the Tour de France resumed in 1947. In 1948, Bartali won his second Tour, becoming the first and so far only cyclist to win editions of the Tour de France ten years apart."
1938, Media related to 1938 Tour de France at Wikimedia Commons
1939,
1939,"The 1939 Tour de France was the 33rd edition of the Tour de France, taking place from 10 to 30 July. The total distance was 4,224 km (2,625 mi)."
1939,"Taking place on the eve of World War II, there was already much animosity in Europe. Italy, Germany and Spain all declined to send teams to the race, so the 1938 Italian champion Gino Bartali would not be defending his title. To fill out the ranks, Belgium sent two teams, and France had five teams. This would be the final Tour for eight years, until 1947."
1939,"Between the second and the seventh stage, the last rider in the general classification was eliminated."
1939,The race was won by Belgian Sylvère Maes who also won the mountains classification.
1939,"For the first time, a mountain time trial was scheduled: stage 16b.A rule was added to make it more difficult to finish the race: from the second stage to the seventh stage, the last rider in the classification was to be removed from the race."
1939,The nutrition of the cyclists became more professional: cyclists were reporting that the use of vitamins increased their performance.
1939,"Because Italy, Germany and Spain did not send teams, the Tour organisation were short on participating cyclists. To solve this, they allowed Belgium to send two teams, and France to send four additional regional teams."
1939,"The French cyclists had been successful in the 1930s, but their Tour winners were absent in 1939:1930 and 1932 winner André Leducq had retired in 1938, as had 1931 and 1934 winner Antonin Magne; 1933 winner Georges Speicher did not ride, and 1937 winner Roger Lapébie was injured. This all made the Belgian team favourite."
1939,The teams entering the race were:
1939,"In the first stage, regional Amedée Fournier won the sprint of a group of nine cyclists, and was the first cyclist in 1939 to wear the yellow jersey. In the next stage, Romain Maes, who had finished in the same group as Fournier, won the time trial, and captured the lead. He lost it in the second part of that stage, when a group got away. Three regional riders were now on top of the general classification, led by Jean Fontenay."
1939,"René Vietto, leader of the regional South-East team, was in second place. In the fourth stage, Vietto got into the winning break, and took over the lead, closesly followed by Mathias Clemens on six seconds."
1939,"In the ninth stage, the single Pyrénées stage of 1939, Edward Vissers attacked instead of helping his team leader Sylvère Maes. Vissers won the stage, but Vietto was able to stay with Maes. Maes climbed to the second place in the general classification, three minutes behind Vietto."
1939,"Maes was able to win back a little time, and just before the Alps were climbed from stage 15 on, Vietto was still leading, with Maes still in second place, two minutes behind. Sylvère Maes attacked on that stage, and Vietto was not able to follow. Vietto finished 17 minutes behind Maes, and lost the lead. The next stage was split in three split stages. In the first part, Vietto was able to stay close to Maes, but in the second part, the individual mountain time trial, Maes won ten minutes on Vietto. Maes was now leading with a margin of 27 minutes, and the victory seemed secure."
1939,"In the last stages, Maes was able to extend his lead with a few more minutes. Maes became the winner, with a margin of more than half an hour."
1939,"The time that each cyclist required to finish each stage was recorded, and these times were added together for the general classification. If a cyclist had received a time bonus, it was subtracted from this total; all time penalties were added to this total. The cyclist with the least accumulated time was the race leader, identified by the yellow jersey. Of the 79 cyclists that started the race, 49 finished."
1939,"For the mountains classification, 10 mountains were selected by the Tour organisation. The mountains classification in 1939 was won by Sylvère Maes. The first cyclist to reach the top received 10 points, the second cyclist 9 points, and so on until the tenth cyclist who received 1 point."
1939,"The team classification was calculated in 1939 by adding up the times of the best three cyclists of a team; the team with the least time was the winner. In 1939, there were ten teams of eight cyclists. There were the national teams of Belgium, Switzerland, Luxembourg, Netherlands, and France. Belgium also sent a second team, ""Belgium B"". Finally, there were four regional French teams: North-East, West, South-West and South-East. The South-West team was registered with eight cyclist, but only seven cyclists started the race. Only two of the South-West cyclists finished the race, so they were not in the team classification."
1939,"Although he did not win the race, René Vietto became a popular cyclist. He was the most popular runner-up in France until Raymond Poulidor."
1939,"The sales of the organising newspaper l'Auto had dropped to 164000, and the newspaper was sold to Raymond Patenôtre. A few months after Germany had conquered France in the Second World War, Patenôtre sold l'Auto to the Germans."
1939,"Directly after the Tour, the organisation announced the 1940 Tour de France would be run in 20 stages and five rest days. But the Second World War made it impossible to hold a Tour de France in the next years, although some replacing races were held. Only in 1947 would the Tour be held again, and Vietto would again play an important role then, holding the yellow jersey as leader of the general classification for 15 of the 21 stages."
1939,"The victory of Maes would be the last Belgian Tour victory for 30 years, until Eddy Merckx won the 1969 Tour de France."
1939, Media related to 1939 Tour de France at Wikimedia Commons
1947,"The 1947 Tour de France was the 34th edition of the Tour de France, taking place from 25 June to 20 July. The total race distance was 21 stages over 4,642 km (2,884 mi). It was the first Tour since 1939, having been cancelled during World War II, although some Tour de France-like races had been held during World War II."
1947,"Because the previous races had been canceled, there was no real favourite for the final victory. When René Vietto, the runner-up of 1939, captured the yellow jersey after his victory on the second stage, many thought he could remain first until the last day. Vietto, a climber, was less optimistic and lost his first place to Italian Pierre Brambilla after the time trial in stage 19. With only two stages to go, many now believed that Brambilla would win the race. On the very last stage, there was an unexpected attack, and little-known French cyclist Jean Robic captured the lead. Robic had won the Tour de France without ever wearing the yellow jersey during the race, the first time that happened. (In 1953 Robic would lead the race for one more day)."
1947,"After the 1939 Tour de France, the Second World War had made it impossible to organise a big cycling event in France, although some attempts had been taken. The rights on the Tour de France, previously owned by l'Auto, had been transferred to the French government. There were two newspapers interested in taking over these rights, so they both organized cycling events. The event organized by l'Équipe, ""La Course du Tour de France"", was more successful, and l'Équipe was given the right to organize the 1947 Tour de France."
1947,"The national teams format, which had been in use before the Second World War, was used again in 1947. The German team was not invited, and the Italian team was made up of Franco-Italians living in France, as the peace treaty between France and Italy was not yet official, so the countries were technically still at war.The Tour organisers invited ten teams of ten cyclists each. Besides the Italian team, there was also a French team and a Belgian team, and a combined Swiss/Luxembourgian team. The plan was to have a joint Dutch-British team, but the Dutch cyclists protested because the British cyclists were too inexperienced, and the British cyclists were replaced by ""French strangers"".There were also five French regional teams: Ile de France, West France, North East France, Center/South West France and South East France."
1947,"Of the 100 cyclists, 53 finished the race."
1947,The teams entering the race were:
1947,"The 1947 Tour de France started on 25 June, and had five rest days, in Besançon, Briançon, Nice, Luchon and Vannes."
1947,"After Ferdinand Kübler had won the first stage, René Vietto took the lead by winning the second stage. After the third stage only Aldo Ronconi was within 90 seconds of Vietto, and the third man in the general classification was already more than eight minutes behind."
1947,"In the seventh stage, when the Alps mountains were climbed, Ronconi took over the lead, but two stages later Vietto took back the lead, helped by Apo Lazarides."
1947,"Jean Robic had lost six minutes in that ninth stage, and lost more time in the tenth stage. He was already more than 25 minutes behind, and was no longer considered a favorite, but Robic was convinced that he would win the Tour."
1947,"In the fourteenth stage, Albert Bourlon escaped directly after the start. He stayed away until the end of the stage, 253 km (157 mi) later. This is the longest escape in the Tour de France after the second World War."
1947,"In the fifteenth stage, Robic escaped in the Pyrénees, and beat the other by more than ten minutes. Because of the time bonuses for reaching the mountain tops first, he even won back more than fifteen minutes. In the general classification, Robic rose to fifth place.With only three stages to go in the Tour, Vietto was still in the lead, 94 seconds ahead of Pierre Brambilla. The nineteenth stage was an individual time trial, the longest in Tour history. In that stage, Vietto lost considerable time, and Brambilla took over the lead in the general classification. Vietto performed worse than expected; there was speculation about why he performed so badly, and some said it was because of the motorcycle accident of a friend, while others said it was because he drank a bottle of cider during the time trial."
1947,"The last stage was flat, which makes it hard for escapers to win time. In that last stage, there was a hilltop prime, where money could be won by the first cyclist that passed. Although a group had already passed that hill, Robic was not aware of this, and sprinted for this prime. When he reached the top, Brambilla had been dropped. Robic and Fachleitner, fifth in the general classification, started to work together, and left Brambilla and Ronconi minutes behind. Around 140 km before the finish, they were three minutes ahead of Brambilla, which made Robic the virtual leader of the race. At that point Robic told Fachleitner: ""You can not win the Tour, because I will not let you escape. If you ride with me, I will pay you 100.000 Francs."""
1947,"When they reached Paris, they had won 13 minutes on them, enough to make Robic the winner of the Tour de France."
1947,"The cyclist to reach the finish in the least time was the winner of the stage. The time that each cyclist required to finish the stage was recorded. For the general classification, these times were added together. If a cyclist had received a time bonus, it was subtracted from this total; all time penalties were added to this total. The cyclist with the least accumulated time was the race leader, identified by the yellow jersey. With his victory, Robic won 500.000 francs. Additionally, future exhibitions and endorsements due to the Tour victory would give him another 3 to 4 million francs."
1947,"Additionally, there was the mountains classification, which did not have a jersey associated with it in 1947. Sixteen mountains were selected by the Tour organisation, divided in two classes. In the first-class mountains, the ten first cyclists received points, with 10 points for the first, 9 for the second, and so forth, to 1 point for the tenth. In the second-class mountains, only the first five cyclists received points, 5 for the first one to 1 for the fifth one. The mountains classification was won by Pierre Brambilla."
1947,The team classification was calculated in 1947 by adding up the times of the best three cyclists of a team; the team with the least time was the winner.
1947,"Robic never wore the yellow jersey as leader in the general classification in 1947, because he only became leader in the final stage. Only Jan Janssen has repeated that, in the 1968 Tour de France.Later in his career, Robic wore the yellow jersey for one day in the 1953 Tour de France."
1947, Media related to 1947 Tour de France at Wikimedia Commons
1948,
1948,"The 1948 Tour de France was the 35th edition of the Tour de France, taking place from 30 June to 25 July. It consisted of 21 stages over 4,922 km (3,058 mi)."
1948,"The race was won by Italian cyclist Gino Bartali, who had also won the Tour de France in 1938. Bartali had almost given up during the race, but drew inspiration from a phone call from the Italian prime minister, who asked him to win the Tour de France to prevent civil unrest in Italy after assassination attempt against  Togliatti. Bartali also won the mountains classification, while the team classification was won by the Belgian team."
1948,"The prize for wearing the yellow jersey was introduced in 1948, sponsored by Les Laines, a French wool company.In 1947, the media had complained that too many cyclists reached the end of the race, so the race was no longer heroic; this may have motivated a new rule between the third and the eighteenth stage, the rider last in the general classification was eliminated;Where as the 1947 Tour de France had been France-centered, the 1948 race became a more cosmopolitan race."
1948,The tour visited the Saar protectorate for the first time when the 18th stage passed Saarbrücken and Saarlouis. A second visit took place in 1953.
1948,"The first live television broadcast from the Tour de France was in 1948, when the arrival at the velodrome of Parc des Princes was broadcast live."
1948,"As was the custom since the 1930 Tour de France, the 1948 Tour de France was contested by national and regional teams."
1948,"After there had not been an official Italian team allowed in the previous edition, the Italians were back. The Italian cyclists were divided between Gino Bartali and Fausto Coppi. Both argued in the preparation of the race about who would be the team leader. The Tour organisation wanted to have both cyclists in the race, so they allowed the Italians and Belgians to enter a second team. In the end, Coppi refused to participate, and Bartali became the team leader. The organisation still allowed the Italians and Belgians to enter a second team, but they were to be composed of young cyclists, and were named the Italian Cadets and the Belgian Aiglons."
1948,"The Tour organisation invited the Swiss to send a team, as they wanted Ferdinand Kübler, the winner of the 1948 Tour de Suisse, in the race. Kübler refused this because he could earn more money in other races. When the brothers Georges and Roger Aeschlimann announced that they wanted to join the race, they were quickly accepted, especially because they were from Lausanne, where the Tour would pass through. They were put in a team with eight non-French cyclists living in France, and were named the Internationals."
1948,"Twelve teams of ten cyclists entered the race, consisting of 60 French cyclists, 24 Italian, 22 Belgian, 6 Dutch, 4 Luxembourgian, 2 Swiss, 1 Polish and 1 Algerian cyclist."
1948,The teams entering the race were:
1948,"Bartali's three stage wins in a row was the last time that happened, until Mario Cipollini achieved four in a row in 1999. There were five rest days, in Biarritz, Toulouse, Cannes, Aix-les-Bains and Mulhouse."
1948,"As the Italian team had not entered the Tours de France of 1939 and 1947, it was the first Tour de France for Bartali since his victory ten years before in 1938. His results in the Giro d'Italia had not been well, and it was not thought that Bartali could compete for the win."
1948,"Bartali however won the sprint in the first stage, and thanks to the bonification of one minute for the winner, he was leading the race. After that, the Italian team took a low profile in the race.In the second stage, Bartali lost the lead already; although his teammate Vincenzo Rossello won the stage, Belgian Jan Engels took over the yellow jersey."
1948,"In the third stage, a group escaped and built up a lead of almost 14 minutes. Among that group was Louison Bobet, and as he was the best-placed cyclist in that group he became the next leader. Also in that group was Roger Lambrecht; when Lambrecht again was able to be in the first group in the fourth stage, he took the lead, becoming the fourth rider in four stages to don the yellow jersey. Lambrecht kept it in the next stage, but after Bobet won the sixth stage, Bobet took back the lead, and the yellow jersey made him confident. In the Pyrenées, Bartali won both stages in a sprint, but Bobet was near and became the hero of the French spectators."
1948,"After the ninth stage, Bobet had built up a lead of more than nine minutes. In the tenth stage, he lost time, and Belgian cyclist Roger Lambrecht reduced the margin to 29 seconds. After the eleventh stage, Bobet was still in the lead, but was having problems, and after he fainted at the finish, he wanted to give up. After a meal, massage and sleeping, he changed his mind, and won the twelfth stage."
1948,"After the twelfth stage, Bartali was 20 minutes behind. Bartali thought about quitting the tour, but was persuaded to race on. That night, Bartali received a phone call while he was in bed. Alcide De Gasperi, prime minister of Italy, from the Christian Democratic party, told him that a few days earlier Palmiro Togliatti, leader of the Italian Communist Party, had been shot, and Italy might be on the edge of a civil war. De Gasperi asked Bartali to do his best to win a stage, because the sport news might distract people from the politics. Bartali replied that he would do better, and win the race.The next day, Bartali won stage 13 with a large margin. In the general classification, he jumped to second place, trailing by only 66 seconds. In the fourteenth stage, Bartali and Bobet rode together over the Galibier and the Croix de Fer, but Bartali had been saving his energy, and left Bobet and every body else behind on the Col de Porte. Bartali won again, and took over the yellow jersey as leader of the general classification. Bobet was now in second place, eight minutes behind. The next stage, stage 15, was also won by Bartali.The sixteenth stage was not won by Bartali, but because his direct competitors lost time, he increased his lead to 32 minutes. Bartali lost minutes in the time trial in stage 17, but his lead was never endangered."
1948,"With each stage win of Bartali (seven in total), the Italian excitement about the Tour de France increased, and the political tensions quieted."
1948,"The time that each cyclist required to finish each stage was recorded, and these times were added together for the general classification. If a cyclist had received a time bonus, it was subtracted from this total; all time penalties were added to this total. The cyclist with the least accumulated time was the race leader, identified by the yellow jersey.  The budget of the Tour de France in 1948 was 45 million Francs, from which one third was provided by private enterprises. In total, 7 million Francs of prizes were awarded in the 1948 Tour de France. Of these, 600.000 Francs were given to Bartali for winning the general classification. Bartali is the only cyclist to win two Tours de France ten years apart. Of the 120 cyclists, 44 finished the race."
1948,"Points for the mountains classification were earned by reaching the mountain tops first. There were two types of mountain tops: the hardest ones, in category A, gave 10 points to the first cyclist, the easier ones, in category B, gave 5 points to the first cyclist."
1948,The team classification was calculated by adding the times in the general classification of the best three cyclists per team.
1948,The Tour de France in 1948 for the first time had a special award for the best regional rider. This was won by third-placed Guy Lapébie.
1948,"The 1948 Tour de France first showed the strengths of Louison Bobet. Bobet would be the first rider to win three consecutive Tours de France, from 1953 to 1955. After the race, the Italian team manager Alfredo Binda said about Bobet: ""If I would have directed Bobet, he would have won the Tour."""
1948,"Coppi, who had not competed in the 1948 Tour de France because of his bad relationship with Bartali, would enter and win the 1949 Tour de France."
1948, Media related to 1948 Tour de France at Wikimedia Commons
1949,"The 1949 Tour de France was the 36th edition of the Tour de France, taking place from 30 June to 24 July. It consisted of 21 stages over 4,808 km (2,988 mi)."
1949,"The Italian team had internal problems, because Gino Bartali and Fausto Coppi could both be the team leader. During the selection procedure, Coppi almost refused to start the race, but he was convinced to start. During the race, Coppi almost pulled out, because he felt he did not have full support from the team captain. In the Alps, Coppi recovered. The race was won by Coppi, with second place taken by teammate Bartali, the winner of the previous year. Coppi also won the mountains classification, while his Italian team won the team classification."
1949,"The 1949 Tour de France marked the first time that the Tour de France had a stage finish in Spain, when it stopped in San Sebastian in the ninth stage.While the mountains had been categorized into two categories in 1948, in 1949 the third category was added."
1949,"As was the custom since the 1930 Tour de France, the 1949 Tour de France was contested by national and regional teams. The three major cycling countries in 1949, Italy, Belgium and France, each sent a team of 12 cyclists. Other countries sent teams of 6 cyclists: Switzerland, Luxembourg, Netherlands and Spain. Italy and Belgium also sent two extra teams of young riders of 6 cyclists each.The French regional cyclists were divided into four teams of 12 cyclists: Ile de France, West-North, Centre-South West and South East. Altogether this made 120 cyclists."
1949,"There were 57 French cyclists, 22 Italian, 18 Belgian, 6 Dutch, 6 Luxembourg, 6 Spanish, 6 Swiss and 1 Polish cyclist.In the previous year, Fausto Coppi refused to enter the Tour de France because of personal problems with his team mate Gino Bartali. Bartali had won the previous Tour, and was trying to equal Philippe Thys by winning the Tour three times. Coppi had won the 1949 Giro d'Italia, and wanted to be the first one to achieve the Tour-Giro double in one year. The Italian team manager Alfredo Binda convinced them two weeks before the start of the race to join forces, so both Italians were in the race."
1949,The teams entering the race were:
1949,"The 1949 Tour de France started on 30 June, and had four rest days, in Les Sables-d'Olonne, Pau, Cannes and Aosta."
1949,"In the early stages, Bartali and Coppi both lost time. Before the fifth stage, Coppi and Bartali both were not in the top fifteen of the general classification."
1949,"In that fifth stage, Coppi escaped together with the leader of the general classification, Jacques Marinelli. When they were leading by 6 minutes, Coppi and Marinelli fell in Mouen. Marinelli was not hurt and could continue, but Coppi's bike was broken. The Italian team car offered him a new one, but Coppi refused because he wanted his personal spare bike, and threatened to quit the race."
1949,"When Bartali reached Coppi, he saw the problem, and waited. Even later, the Italian team captain Binda arrived with Coppi's spare bike, and Bartali and Coppi started to ride. Coppi started to slow down, complaining he was hungry and exhausted. Bartali decided he could not wait anymore, and rode away from Coppi. Coppi came in 18 minutes late that stage.Later that night, it became clear that Coppi had been angry because the team leader had not been following him, even though he was in the leading group. Coppi did not want to race in a team where Bartali and not he was the leader. Binda tried to convince Coppi that he had been delayed, and he succeeded in keeping Coppi in the race."
1949,"In the Alps, Coppi recovered. In the sixteenth stage, Coppi escaped, and only Bartali followed him. It was Bartali's 35th birthday, and Coppi gave Bartali the stage victory. After that stage, Bartali was first in the general classification, with Coppi in second place, 82 seconds behind.In stage 17, Bartali and Coppi again were leading together. Around 40 km into the stage, Bartali punctured. Coppi waited for Bartali, but when Bartali later fell and twisted his ankle, team leader Binda allowed Coppi to take  off alone. Coppi did so, won the stage, and decided the race."
1949,"That seventeenth stage finished in the Italian town Aosta. Many Italians had come to see the Tour de France, to cheer on their Italian heroes Coppi and Bartali but also to express their anger against the French cyclists, specifically Jean Robic, who had said in an interview that he could beat those Italians easily. Insults were shouted against non-Italians in the Tour, and some windows of French cars were smashed. For safety, and because there were not enough telephone connections for the journalists, most Tour officials and journalists decided to spend the night in Switzerland."
1949,"When the Tour returned to France in the nineteenth stage to Colmar, some French spectators took revenge by throwing tomatoes and rocks towards the Italian cyclists and followers. The organisation apologized for this behavior, and the Italian cyclists accepted this apology."
1949,"In the rest of the race, Coppi's lead was not endangered; Coppi won the mountain time trial in stage 20, and won the Tour with a margin of more than ten minutes over Bartali."
1949,"The time that each cyclist required to finish each stage was recorded, and these times were added together for the general classification. If a cyclist had received a time bonus, it was subtracted from this total; all time penalties were added to this total. The cyclist with the least accumulated time was the race leader, identified by the yellow jersey. Of the 120 cyclists, 55 finished the race."
1949,"Points for the mountains classification were earned by reaching the mountain tops first. There were two types of mountain tops: the hardest ones, in category 1, gave 10 points to the first cyclist, the easier ones, in category 2, gave 5 points to the first cyclist, and the easiest ones, in category 3, gave 3 points."
1949,"The team classification was calculated by adding the times in the general classification of the best three cyclists per team. The Italian Cadets and Switzerland finished with two cyclists each, so they were not eligible for this classification."
1949,The special award for the best regional rider was won by third-placed Jacques Marinelli.
1949,"As Coppi had also won the 1949 Giro d'Italia, he became the first person to achieve the Giro-Tour double."
1949,"After the unrest in Aosta and Colmar, there were doubts if the Italian cyclists would return in 1950, and if that Tour should pass through Italy again.  At the start of the 1950 Tour de France, the Italian team was present and the Tour was scheduled to go through Italy, but after further incidents the Italian team left the race, and the stage through Italy was rerouted."
1949,Coppi would go on to repeat the Giro-Tour double in 1952.
1949, Media related to 1949 Tour de France at Wikimedia Commons
1950,"The 1950 Tour de France was the 37th edition of the Tour de France, taking place from 13 July to 7 August. It consisted of 22 stages over 4,773 km (2,966 mi)."
1950,"Gino Bartali, captain of the Italian team, threatened and assaulted by some French supporters accusing him to have caused Jean Robic's fall on the Col d'Aspin, retired after winning the 12th stage from Pau to Saint-Gaudens and left the race together with all the other Italian riders (including Fiorenzo Magni, who was wearing the yellow jersey). The lead transferred to Swiss cyclist Ferdinand Kübler, who was able to keep the lead until the end of the race. Kübler became the first Swiss winner of the Tour de France."
1950,"The mountains classification was won by Louison Bobet, while the Belgian team won the team classification."
1950,Algerian-French cyclist Abdel-Kader Zaaf became famous in this Tour de France by being so disoriented that he rode in the wrong direction.
1950,"The ""interest"" for the yellow jersey (the prize money for the leader of the general classification after each stage) was increased to 100.000 French Francs.In 1949, the French TV had reported every evening about the Tour de France, and in 1950, live coverage of every stage was given.The time cut-offs, the maximum time a cyclist was allowed to finish a stage, was reduced."
1950,"In the previous years, the Tour de France had been decided in the mountains. The organisation wanted the other aspects of the race to be more important, so some mountains were not visited in 1950, and the time bonification for cyclists that reached mountain tops first was reduced. from 1 minute in 1949 to 40 seconds in 1950."
1950,"The riders had sometimes been helped by team assistants who directly assisted the riders by pushing them from within the team cars, under the pretence of supplying them with a drink. In 1950, the Tour organisation paid extra care for this, and penalized the cyclists if it happened."
1950,The prize for winning a stage was increased from 30.000 French Francs to 50.000 French Francs.
1950,"As was the custom since the 1930 Tour de France, the 1950 Tour de France was contested by national and regional teams. The three major cycling countries in 1950, Italy, Belgium and France, each sent a team of 10 cyclists. Other countries sent teams of 6 cyclists: Switzerland, Luxembourg and the Netherlands. Italy and Belgium also sent two extra teams of young riders of 6 cyclists each.The French regional cyclists were divided into five teams of 10 cyclists: Paris, Ile de France–North East, West, Centre–South West and South East. Originally, the plan was to have one extra international team of six cyclists with Spanish cyclists, but this extra team became a North African team, with Moroccan and Algerian cyclists; at the time, portions of Morocco were a French protectorate, and Alergia was an integral part of France. This was the first African team to compete in the Tour de France. Altogether this made 116 cyclists."
1950,"There were 60 French cyclists (of which 2 French-Moroccan and 4 French-Algerian), 22 Italian, 16 Belgian, 6 Dutch, 6 Luxembourg and 6 Swiss cyclists. On the first day of the race, before the Tour had started, French cyclist Charles Coste was replaced by Paul Giguet."
1950,The teams entering the race were:
